Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
6140,津軽半島,つがるはんとう,Tsugaru Hanto,140゜ 29’,41゜ 06’,Extensive natural featur
6140,津軽平野,つがるへいや,Tsugaru Heiya,140゜ 23’,40゜ 57’,Extensive natural featur
6240,津軽海峡,つがるかいきょう,Tsugaru Kaikyo,140゜ 49’,41゜ 37’,Sea Area
6140,つがる市,つがるし,Tsugaru Shi,140゜ 22’,40゜ 48’,Municipality
3927,津堅島,つけんじま,Tsuken Jima,127゜ 56’,26゜ 14’,Island
4731,築島,つきしま,Tsuki Shima,131゜ 22’,31゜ 28’,Island
6541,月形町,つきがたちょう,Tsukigata Cho,141゜ 40’,43゜ 20’,Municipality
5440,筑波山,つくばさん,Tsukuba San,140゜ 06’,36゜ 13’,Mountain
5440,つくば市,つくばし,Tsukuba Shi,140゜ 04’,36゜ 02’,Municipality
5340,つくばみらい市,つくばみらいし,Tsukubamirai Shi,140゜ 02’,35゜ 57’,Municipality
4931,津久見市,つくみし,Tsukumi Shi,131゜ 51’,33゜ 04’,Municipality
4629,津倉瀬,つくらせ,Tsukura Se,129゜ 43’,31゜ 18’,Island
5030,筑紫平野,つくしへいや,Tsukushi Heiya,130゜ 30’,33゜ 21’,Extensive natural featur
4930,筑紫山地,つくしさんち,Tsukushi Sanchi,130゜ 02’,33゜ 16’,Extensive natural featur
5438,嬬恋村,つまごいむら,Tsumagoi Mura,138゜ 31’,36゜ 30’,Municipality
5138,爪木崎,つめきざき,Tsumeki Zaki,138゜ 59’,34゜ 39’,Cape
4830,津奈木町,つなぎまち,Tsunagi Machi,130゜ 26’,32゜ 14’,Municipality
5538,津南町,つなんまち,Tsunan Machi,138゜ 39’,37゜ 00’,Municipality
5335,常神岬,つねかみみさき,Tsunekami Misaki,135゜ 48’,35゜ 38’,Cape
5033,津野町,つのちょう,Tsuno Cho,133゜ 11’,33゜ 26’,Municipality
4831,都農町,つのちょう,Tsuno Cho,131゜ 33’,32゜ 15’,Municipality
5130,角島,つのしま,Tsuno Shima,130゜ 51’,34゜ 21’,Island
4729,釣掛埼,つりかけざき,Tsurikake Zaki,129゜ 40’,31゜ 36’,Cape
5338,都留市,つるし,Tsuru Shi,138゜ 54’,35゜ 33’,Municipality
5336,敦賀市,つるがし,Tsuruga Shi,136゜ 03’,35゜ 38’,Municipality
5336,敦賀湾,つるがわん,Tsuruga Wan,136゜ 03’,35゜ 45’,Sea Area
5339,鶴ヶ島市,つるがしまし,Tsurugashima Shi,139゜ 23’,35゜ 56’,Municipality
5134,つるぎ町,つるぎちょう,Tsurugi Cho,134゜ 03’,34゜ 02’,Municipality
5437,剱岳,つるぎだけ,Tsurugi Dake,137゜ 36’,36゜ 37’,Mountain
5034,剣山,つるぎさん,Tsurugi San,134゜ 05’,33゜ 51’,Mountain
5239,剱崎,つるぎざき,Tsurugi Zaki,139゜ 40’,35゜ 08’,Cape
6444,鶴居村,つるいむら,Tsurui Mura,144゜ 19’,43゜ 13’,Municipality
4931,鶴見岳,つるみだけ,Tsurumi Dake,131゜ 25’,33゜ 17’,Mountain
4932,鶴御崎,つるみさき,Tsurumi Saki,132゜ 05’,32゜ 55’,Cape
5839,鶴岡市,つるおかし,Tsuruoka Shi,139゜ 49’,38゜ 43’,Municipality
4931,鶴崎,つるさき,Tsurusaki,131゜ 41’,33゜ 14’,Populated area
6140,鶴田町,つるたまち,Tsuruta Machi,140゜ 25’,40゜ 45’,Municipality
5129,対馬,つしま,Tsushima,129゜ 25’,34゜ 24’,Island
,対馬海盆,つしまかいぼん,Tsushima Kaibon,131゜ 30’,36゜ 52’,Undersea feature
5129,対馬海峡,つしまかいきょう,Tsushima Kaikyo,129゜ 16’,34゜ 02’,Sea Area
5129,対馬市,つしまし,Tsushima Shi,129゜ 17’,34゜ 12’,Municipality
5236,津島市,つしまし,Tsushima Shi,136゜ 44’,35゜ 10’,Municipality
5132,津田,つた,Tsuta,132゜ 10’,34゜ 22’,Populated area
5129,豆酘,つつ,Tsutsu,129゜ 11’,34゜ 06’,Populated area
6140,堤川,つつみがわ,Tsutsumi Gawa,140゜ 44’,40゜ 43’,River
5131,津和野町,つわのちょう,Tsuwano Cho,131゜ 50’,34゜ 32’,Municipality
5234,津山市,つやまし,Tsuyama Shi,134゜ 00’,35゜ 04’,Municipality
5029,津崎鼻,つざきはな,Tsuzaki Bana,129゜ 40’,33゜ 24’,Cape
5031,宇部市,うべし,Ube Shi,131゜ 14’,33゜ 57’,Municipality
4931,産山村,うぶやまむら,Ubuyama Mura,131゜ 13’,32゜ 59’,Municipality
5032,内子町,うちこちょう,Uchiko Cho,132゜ 39’,33゜ 31’,Municipality
5436,内灘町,うちなだまち,Uchinada Machi,136゜ 38’,36゜ 39’,Municipality
6340,内浦湾（噴火湾）,うちうらわん（ふんかわん）,Uchiura Wan (Funka Wan),140゜ 32’,42゜ 21’,Sea Area
5438,内山峠,うちやまとうげ,Uchiyama Toge,138゜ 37’,36゜ 13’,Pass
5135,宇陀市,うだし,Uda Shi,135゜ 57’,34゜ 31’,Municipality
5139,鵜渡根島,うどねじま,Udone Jima,139゜ 17’,34゜ 28’,Island
5540,植田,うえだ,Ueda,140゜ 48’,36゜ 55’,Populated area
5438,上田市,うえだし,Ueda Shi,138゜ 14’,36゜ 24’,Municipality
4930,植木町,うえきまち,Ueki Machi,130゜ 41’,32゜ 54’,Municipality
5438,上野村,うえのむら,Ueno Mura,138゜ 46’,36゜ 05’,Municipality
5339,上野原市,うえのはらし,Uenohara Shi,139゜ 06’,35゜ 37’,Municipality
6642,ウエンシリ岳,うえんしりだけ,Uenshiri Dake,142゜ 52’,44゜ 13’,Mountain
6041,有家川,うげがわ,Uge Gawa,141゜ 47’,40゜ 18’,River
5840,羽後町,うごまち,Ugo Machi,140゜ 24’,39゜ 11’,Municipality
4932,鵜来島,うぐるしま,Uguru Shima,132゜ 29’,32゜ 47’,Island
4629,宇治群島,うじぐんとう,Uji Gunto,129゜ 26’,31゜ 13’,Extensive natural featur
5235,宇治市,うじし,Uji Shi,135゜ 47’,34゜ 53’,Municipality
4629,宇治島,うじしま,Uji Shima,129゜ 28’,31゜ 12’,Island
4629,宇治向島,うじむかえしま,Ujimukae Shima,129゜ 25’,31゜ 11’,Island
5235,宇治田原町,うじたわらちょう,Ujitawara Cho,135゜ 51’,34゜ 51’,Municipality
4229,請島,うけしま,Uke Shima,129゜ 13’,28゜ 01’,Island
5640,請戸川,うけどがわ,Ukedo Gawa,140゜ 53’,37゜ 30’,River
4229,宇検村,うけんそん,Uken Son,129゜ 17’,28゜ 16’,Municipality
4830,宇城市,うきし,Uki Shi,130゜ 41’,32゜ 38’,Municipality
5030,うきは市,うきはし,Ukiha Shi,130゜ 45’,33゜ 20’,Municipality
6443,ウコタキヌプリ,うこたきぬぷり,Ukotaki Nupuri,143゜ 47’,43゜ 12’,Mountain
4929,宇久島,うくじま,Uku Jima,129゜ 06’,33゜ 16’,Island
5034,馬路村,うまじむら,Umaji Mura,134゜ 02’,33゜ 33’,Municipality
5030,宇美町,うみまち,Umi Machi,130゜ 30’,33゜ 34’,Municipality
6544,海別岳,うなべつだけ,Unabetsu Dake,144゜ 52’,43゜ 52’,Mountain
3623,宇那利崎,うなりざき,Unari Zaki,123゜ 45’,24゜ 25’,Cape
5232,雲南市,うんなんし,Unnan Shi,132゜ 54’,35゜ 17’,Municipality
5640,鵜の尾崎,うのおざき,Unoo Zaki,140゜ 59’,37゜ 49’,Cape
5133,雲辺寺山,うんぺんじさん,Unpenji San,133゜ 43’,34゜ 02’,Mountain
4930,雲仙岳,うんぜんだけ,Unzen Dake,130゜ 15’,32゜ 45’,Mountain
4930,雲仙市,うんぜんし,Unzen Shi,130゜ 11’,32゜ 50’,Municipality
5538,魚野川,うおのがわ,Uono Gawa,138゜ 55’,37゜ 10’,River
5538,魚沼市,うおぬまし,Uonuma Shi,138゜ 57’,37゜ 13’,Municipality
3823,魚釣島,うおつりしま,Uotsuri Shima,123゜ 31’,25゜ 46’,Island
5537,魚津市,うおづし,Uozu Shi,137゜ 24’,36゜ 49’,Municipality
6543,ウペペサンケ山,うぺぺさんけやま,Upepesanke Yama,143゜ 04’,43゜ 23’,Mountain
5239,浦賀水道,うらがすいどう,Uraga Suido,139゜ 48’,35゜ 13’,Sea Area
6443,浦幌町,うらほろちょう,Urahoro Cho,143゜ 39’,42゜ 48’,Municipality
6443,浦幌川,うらほろがわ,Urahoro Gawa,143゜ 39’,42゜ 47’,River
6342,浦河町,うらかわちょう,Urakawa Cho,142゜ 46’,42゜ 10’,Municipality
3927,浦添市,うらそえし,Urasoe Shi,127゜ 43’,26゜ 14’,Municipality
6541,浦臼町,うらうすちょう,Urausu Cho,141゜ 49’,43゜ 25’,Municipality
5339,浦安市,うらやすし,Urayasu Shi,139゜ 54’,35゜ 39’,Municipality
4930,嬉野市,うれしのし,Ureshino Shi,130゜ 03’,33゜ 07’,Municipality
5237,売木村,うるぎむら,Urugi Mura,137゜ 42’,35゜ 16’,Municipality
3927,うるま市,うるまし,Uruma Shi,127゜ 51’,26゜ 22’,Municipality
6647,得茂別湖,うるもんべつこ,Urumonbetsu Ko,147゜ 11’,44゜ 37’,Lake
6541,雨竜町,うりゅうちょう,Uryu Cho,141゜ 53’,43゜ 38’,Municipality
6541,雨竜川,うりゅうがわ,Uryu Gawa,141゜ 54’,43゜ 45’,River
5033,宇佐,うさ,Usa,133゜ 26’,33゜ 27’,Populated area
5031,宇佐市,うさし,Usa Shi,131゜ 20’,33゜ 31’,Municipality
5340,牛久市,うしくし,Ushiku Shi,140゜ 08’,35゜ 58’,Municipality
5035,牛廻山,うしまわしやま,Ushimawashi Yama,135゜ 37’,33゜ 56’,Mountain
6340,有珠山,うすざん,Usu Zan,140゜ 49’,42゜ 32’,Mountain
5438,碓氷峠,うすいとうげ,Usui Toge,138゜ 39’,36゜ 20’,Pass
4931,臼杵市,うすきし,Usuki Shi,131゜ 48’,33゜ 07’,Municipality
4931,臼杵湾,うすきわん,Usuki Wan,131゜ 50’,33゜ 08’,Sea Area
6542,歌志内市,うたしないし,Utashinai Shi,142゜ 02’,43゜ 31’,Municipality
5133,宇多津町,うたづちょう,Utazu Cho,133゜ 49’,34゜ 18’,Municipality
4830,宇土半島,うとはんとう,Uto Hanto,130゜ 44’,32゜ 37’,Extensive natural featur
4930,宇土市,うとし,Uto Shi,130゜ 39’,32゜ 41’,Municipality
6644,ウトロ,うとろ,Utoro,144゜ 59’,44゜ 03’,Populated area
6643,鬱岳,うつだけ,Utsu Dake,143゜ 04’,44゜ 17’,Mountain
5337,空木岳,うつぎだけ,Utsugi Dake,137゜ 48’,35゜ 43’,Mountain
5133,内海,うつみ,Utsumi,133゜ 17’,34゜ 21’,Populated area
5439,宇都宮市,うつのみやし,Utsunomiya Shi,139゜ 52’,36゜ 33’,Municipality
5238,宇津ノ谷峠,うつのやとうげ,Utsunoya Toge,138゜ 17’,34゜ 55’,Pass
4932,宇和海,うわかい,Uwa Kai,132゜ 12’,33゜ 11’,Sea Area
4932,宇和島市,うわじまし,Uwajima Shi,132゜ 33’,33゜ 13’,Municipality
5135,和田岬,わだみさき,Wada Misaki,135゜ 11’,34゜ 38’,Cape
5438,和田峠,わだとうげ,Wada Toge,138゜ 08’,36゜ 08’,Pass
4128,和泊町,わどまりちょう,Wadomari Cho,128゜ 39’,27゜ 23’,Municipality
5940,和賀岳,わがだけ,Waga Dake,140゜ 45’,39゜ 34’,Mountain
5940,和賀川,わがかわ,Waga Kawa,140゜ 45’,39゜ 25’,River
4931,涌蓋山,わいたざん,Waita Zan,131゜ 09’,33゜ 08’,Mountain
5636,輪島市,わじまし,Wajima Shi,136゜ 53’,37゜ 23’,Municipality
4928,若松島,わかまつじま,Wakamatsu Jima,128゜ 58’,32゜ 54’,Island
5029,若宮島,わかみやじま,Wakamiya Jima,129゜ 41’,33゜ 52’,Island
5335,若狭町,わかさちょう,Wakasa Cho,135゜ 54’,35゜ 32’,Municipality
5334,若桜町,わかさちょう,Wakasa Cho,134゜ 24’,35゜ 20’,Municipality
5335,若狭湾,わかさわん,Wakasa Wan,135゜ 36’,35゜ 42’,Sea Area
5135,和歌山県,わかやまけん,Wakayama Ken,135゜ 10’,34゜ 13’,Municipality
5135,和歌山市,わかやまし,Wakayama Shi,135゜ 10’,34゜ 13’,Municipality
5234,和気町,わけちょう,Wake Cho,134゜ 09’,34゜ 48’,Municipality
5132,和木町,わきちょう,Waki Cho,132゜ 13’,34゜ 12’,Municipality
6841,稚内市,わっかないし,Wakkanai Shi,141゜ 40’,45゜ 24’,Municipality
5339,和光市,わこうし,Wako Shi,139゜ 36’,35゜ 46’,Municipality
5536,和倉,わくら,Wakura,136゜ 55’,37゜ 05’,Populated area
5741,涌谷町,わくやちょう,Wakuya Cho,141゜ 07’,38゜ 32’,Municipality
4731,鰐塚山,わにつかやま,Wanitsuka Yama,131゜ 15’,31゜ 46’,Mountain
5236,輪之内町,わのうちちょう,Wanouchi Cho,136゜ 38’,35゜ 17’,Municipality
5339,蕨市,わらびし,Warabi Shi,139゜ 40’,35゜ 49’,Municipality
5739,鷲ヶ巣山,わしがすやま,Washigasu Yama,139゜ 39’,38゜ 13’,Mountain
5336,鷲ヶ岳,わしがたけ,Washigatake,136゜ 58’,35゜ 56’,Mountain
5439,鷲宮町,わしみやまち,Washimiya Machi,139゜ 40’,36゜ 06’,Municipality
6642,和寒町,わっさむちょう,Wassamu Cho,142゜ 24’,44゜ 01’,Municipality
5741,渡波,わたのは,Watanoha,141゜ 22’,38゜ 24’,Populated area
5136,度会町,わたらいちょう,Watarai Cho,136゜ 37’,34゜ 26’,Municipality
5439,渡良瀬川,わたらせがわ,Watarase Gawa,139゜ 20’,36゜ 22’,River
5740,亘理町,わたりちょう,Watari Cho,140゜ 51’,38゜ 02’,Municipality
5235,和束町,わづかちょう,Wazuka Cho,135゜ 54’,34゜ 47’,Municipality
4930,矢部川,やべがわ,Yabe Gawa,130゜ 25’,33゜ 05’,River
,矢部海山,やべかいざん,Yabe Kaizan,145゜ 22’,26゜ 08’,Undersea feature
4930,矢部村,やべむら,Yabe Mura,130゜ 49’,33゜ 09’,Municipality
3725,八重干瀬,やびじ,Yabiji,125゜ 15’,25゜ 02’,Extensive natural featur
5334,養父市,やぶし,Yabu Shi,134゜ 46’,35゜ 24’,Municipality
5540,矢吹町,やぶきまち,Yabuki Machi,140゜ 20’,37゜ 12’,Municipality
5340,八街市,やちまたし,Yachimata Shi,140゜ 19’,35゜ 39’,Municipality
5132,八千代,やちよ,Yachiyo,132゜ 36’,34゜ 36’,Populated area
5439,八千代町,やちよまち,Yachiyo Machi,139゜ 53’,36゜ 10’,Municipality
5340,八千代市,やちよし,Yachiyo Shi,140゜ 05’,35゜ 43’,Municipality
3927,八重岳,やえだけ,Yae Dake,127゜ 55’,26゜ 38’,Mountain
4730,八重山,やえやま,Yae Yama,130゜ 26’,31゜ 43’,Mountain
3927,八重瀬町,やえせちょう,Yaese Cho,127゜ 44’,26゜ 07’,Municipality
3623,八重山列島,やえやまれっとう,Yaeyama Retto,123゜ 56’,24゜ 29’,Extensive natural featur
6641,焼尻島,やぎしりとう,Yagishiri To,141゜ 23’,44゜ 25’,Island
5941,矢巾町,やはばちょう,Yahaba Cho,141゜ 08’,39゜ 36’,Municipality
5236,矢作川,やはぎがわ,Yahagi Gawa,136゜ 58’,34゜ 49’,River
4830,矢筈岳,やはずだけ,Yahazu Dake,130゜ 23’,32゜ 07’,Mountain
5638,弥彦村,やひこむら,Yahiko Mura,138゜ 51’,37゜ 41’,Municipality
5638,弥彦山,やひこやま,Yahiko Yama,138゜ 48’,37゜ 42’,Mountain
4930,八方ヶ岳,やほうがたけ,Yahogatake,130゜ 50’,33゜ 04’,Mountain
5539,矢板市,やいたし,Yaita Shi,139゜ 55’,36゜ 48’,Municipality
5238,焼津市,やいづし,Yaizu Shi,138゜ 19’,34゜ 52’,Municipality
5133,矢掛町,やかげちょう,Yakage Cho,133゜ 35’,34゜ 37’,Municipality
5437,焼岳,やけだけ,Yake Dake,137゜ 35’,36゜ 13’,Mountain
5538,焼山,やけやま,Yake Yama,138゜ 02’,36゜ 55’,Mountain
5940,焼山,やけやま,Yake Yama,140゜ 45’,39゜ 57’,Mountain
6747,焼山,やけやま,Yake Yama,147゜ 51’,45゜ 00’,Mountain
5840,焼石岳,やけいしだけ,Yakeishi Dake,140゜ 49’,39゜ 09’,Mountain
5031,駅館川,やっかんがわ,Yakkan Gawa,131゜ 22’,33゜ 34’,River
4530,屋久町,やくちょう,Yaku Cho,130゜ 33’,30゜ 14’,Municipality
4530,屋久島,やくしま,Yaku Shima,130゜ 29’,30゜ 21’,Island
6340,八雲町,やくもちょう,Yakumo Cho,140゜ 15’,42゜ 15’,Municipality
5437,薬師岳,やくしだけ,Yakushi Dake,137゜ 32’,36゜ 28’,Mountain
6442,山部,やまべ,Yamabe,142゜ 22’,43゜ 14’,Populated area
5941,山田町,やまだまち,Yamada Machi,141゜ 56’,39゜ 28’,Municipality
4830,山江村,やまえむら,Yamae Mura,130゜ 46’,32゜ 14’,Municipality
4930,山鹿市,やまがし,Yamaga Shi,130゜ 41’,33゜ 01’,Municipality
5740,山形県,やまがたけん,Yamagata Ken,140゜ 21’,38゜ 14’,Municipality
5437,山形村,やまがたむら,Yamagata Mura,137゜ 52’,36゜ 10’,Municipality
5740,山形市,やまがたし,Yamagata Shi,140゜ 20’,38゜ 15’,Municipality
5336,山県市,やまがたし,Yamagata Shi,136゜ 46’,35゜ 30’,Municipality
5131,山口県,やまぐちけん,Yamaguchi Ken,131゜ 28’,34゜ 11’,Municipality
5131,山口市,やまぐちし,Yamaguchi Shi,131゜ 28’,34゜ 10’,Municipality
5339,山北町,やまきたまち,Yamakita Machi,139゜ 05’,35゜ 21’,Municipality
5031,山国川,やまくにがわ,Yamakuni Gawa,131゜ 11’,33゜ 37’,River
5640,山元町,やまもとちょう,Yamamoto Cho,140゜ 52’,37゜ 57’,Municipality
5338,山中湖,やまなかこ,Yamanaka Ko,138゜ 52’,35゜ 24’,Lake
5338,山中湖村,やまなかこむら,Yamanakako Mura,138゜ 51’,35゜ 24’,Municipality
5338,山梨県,やまなしけん,Yamanashi Ken,138゜ 34’,35゜ 39’,Municipality
5338,山梨市,やまなしし,Yamanashi Shi,138゜ 41’,35゜ 41’,Municipality
5740,山辺町,やまのべまち,Yamanobe Machi,140゜ 15’,38゜ 17’,Municipality
5538,山ノ内町,やまのうちまち,Yamanouchi Machi,138゜ 24’,36゜ 44’,Municipality
5436,山代,やましろ,Yamashiro,136゜ 22’,36゜ 17’,Populated area
4930,山都町,やまとちょう,Yamato Cho,130゜ 59’,32゜ 41’,Municipality
5135,大和川,やまとがわ,Yamato Gawa,135゜ 25’,34゜ 36’,River
,大和海盆,やまとかいぼん,Yamato Kaibon,136゜ 34’,38゜ 58’,Undersea feature
,大和海嶺,やまとかいれい,Yamato Kairei,135゜ 24’,39゜ 58’,Undersea feature
,大和海山,やまとかいざん,Yamato Kaizan,135゜ 58’,38゜ 52’,Undersea feature
5339,大和市,やまとし,Yamato Shi,139゜ 27’,35゜ 29’,Municipality
4229,大和村,やまとそん,Yamato Son,129゜ 23’,28゜ 21’,Municipality
,大和堆,やまとたい,Yamato Tai,134゜ 48’,39゜ 18’,Undersea feature
5135,大和郡山市,やまとこおりやまし,Yamatokoriyama Shi,135゜ 46’,34゜ 38’,Municipality
5135,大和高田市,やまとたかだし,Yamatotakada Shi,135゜ 44’,34゜ 30’,Municipality
5540,矢祭町,やまつりまち,Yamatsuri Machi,140゜ 25’,36゜ 52’,Municipality
5236,山添村,やまぞえむら,Yamazoe Mura,136゜ 02’,34゜ 40’,Municipality
4930,八女市,やめし,Yame Shi,130゜ 33’,33゜ 12’,Municipality
5540,八溝山,やみぞさん,Yamizo San,140゜ 16’,36゜ 55’,Mountain
4930,柳川市,やながわし,Yanagawa Shi,130゜ 24’,33゜ 09’,Municipality
5032,柳井市,やないし,Yanai Shi,132゜ 06’,33゜ 57’,Municipality
5639,柳津町,やないづまち,Yanaizu Machi,139゜ 43’,37゜ 31’,Municipality
6544,止別川,やんべつがわ,Yanbetsu Gawa,144゜ 29’,43゜ 56’,River
5135,八尾市,やおし,Yao Shi,135゜ 36’,34゜ 37’,Municipality
6342,ヤオロマップ岳,やおろまっぷだけ,Yaoromappu Dake,142゜ 48’,42゜ 32’,Mountain
5337,八百津町,やおつちょう,Yaotsu Cho,137゜ 08’,35゜ 28’,Municipality
5437,槍ヶ岳,やりがたけ,Yarigatake,137゜ 38’,36゜ 20’,Mountain
5537,鑓ヶ岳,やりがたけ,Yarigatake,137゜ 45’,36゜ 43’,Mountain
